order_id,date,region,product,salesperson,channel,quantity,price,sales,cost,notes,irrelevant_column
10293,2024-06-11,west,widget a,Eva,Online,1,154.26,154.26,,ok,extra50
10294,2024-11-06,East,Widget E,Helen,Wholesale,8,50.03,400.24,165.32,ok,extra42
10295,2024-01-17,West,Widget A,Carol,Retail,9,190.29,1712.61,875.62,ok,extra40
10296,2024-01-22,North,Widget E,Bob,Retail,11,81.86,900.46,783.01,ok,extra30
10297,2024-01-21,north,Widget D,Carol,Retail,2,42.02,84.04,52.09,ok,extra19
10298,2024-08-19,EAST,Widget C,Helen,Online,6,156.85,941.1,817.74,ok,extra12
10299,2024-06-14, SOUTH ,Widget A,Grace,Wholesale,6,145.08,870.48,401.96,ok,extra33
10300,2024-06-20,,Widget C,Helen,Retail,5,36.61,999999.99,86.46,ok,extra41
10301,2024-01-07,west,Widget D,Grace,Retail,18,162.45,,2058.54,ok,extra6
10302,2024-04-16,north,Widget C,Bob,Online,12,12.16,145.92,120.66,ok,extra7
10303,2024-10-31, SOUTH ,Widget C,Grace,Online,15,151.12,2266.8,1314.96,ok,extra49
10304,2024-05-20,South,Widget D,Eva,Retail,7,140.69,984.83,695.32,ok,extra39
10305,2024-11-10,West,Widget A,Bob,Online,16,101.04,1616.64,792.08,ok,extra30
10306,2024-07-30,north,Widget C,Frank,Online,7,7.2,50.4,25.23,ok,extra8
10307,2024-03-30,west, Widget B ,Frank,Retail,16,183.65,2938.4,2346.69,ok,extra27
10308,2024-10-11,north, Widget B ,Alice,Retail,11,160.91,1770.01,1493.91,ok,extra25
10309,2024-06-06,north,Widget B,Eva,Online,2,57.94,115.88,51.38,ok,extra8
10310,2024-09-04,East, Widget B ,Bob,Wholesale,11,185.11,2036.21,1560.19,ok,extra44
10311,02/29/2024,north,Widget A,Eva,Wholesale,20,175.02,3500.4,1983.48,ok,extra14
10312,2024-03-01, SOUTH ,Widget E,Frank,Retail,4,7.98,31.92,22.71,ok,extra10
10313,2024-06-22,EAST,Widget D,Carol,Wholesale,1,96.79,96.79,71.41,ok,extra39
10314,2024-06-19,South, Widget B ,Helen,Online,18,20.32,365.76,315.06,ok,extra30
10315,2024-03-14, SOUTH ,Widget D,Helen,Online,12,81.45,977.4,732.86,ok,extra5
10316,2024-11-05,north,Widget E,Helen,Retail,13,164.42,2137.46,1706.5,ok,extra38
10317,2024-06-23,West,Widget B,Bob,Wholesale,14,157.94,2211.16,1365.78,ok,extra46
10318,2024-08-15, SOUTH ,Widget D,Alice,Online,3,121.66,$364.98,271.09,ok,extra14
10319,2024-03-16,,Widget C,Eva,Retail,10,81.05,810.5,558.41,ok,extra46
10320,2024-07-25, SOUTH ,Widget A,Eva,Online,2,77.0,154.0,103.86,ok,extra16
10321,2024-08-10,EAST,Widget B,Eva,Wholesale,16,32.12,513.92,,ok,extra9
10322,2024-08-11,EAST,Widget E,Carol,Retail,5,130.24,651.2,395.88,ok,extra33
10323,2024-01-04,North,Widget A,Helen,Wholesale,8,143.87,1150.96,615.33,ok,extra24
10324,2024-05-23,South,widget a,Eva,Wholesale,20,22.25,445.0,,ok,extra4
10325,2024-10-20,north,Widget A,Helen,Wholesale,10,61.4,614.0,256.45,ok,extra11
10326,2024-09-05,South,Widget E,Carol,Wholesale,9,54.15,487.35,344.99,ok,extra48
10327,2024-09-05,East, Widget B ,Helen,Retail,2,71.86,143.72,63.55,ok,extra50
10328,2024-06-25,West,Widget D,Grace,Retail,4,15.24,60.96,,ok,extra17
10329,2024-12-13,north,Widget C,Eva,Retail,2,23.99,47.98,31.94,ok,extra7
10330,2024-12-10,North, Widget B ,Bob,Online,11,-137.16,1508.76,1352.77,ok,extra27
10331,2024-04-08,South,widget a,Bob,Online,2,188.01,376.02,273.86,ok,extra39
10332,2024-02-26,EAST,widget a,Frank,Retail,15,133.79,2006.85,878.71,ok,extra11
10333,2024-05-12,west,Widget A,Carol,Wholesale,15,18.53,277.95,247.3,ok,extra50
10334,2024-01-18,North,Widget A,Grace,Retail,9,156.56,1409.04,576.84,ok,extra10
10335,2024-09-08,west,Widget A,Frank,Retail,3,110.33,330.99,132.94,ok,extra44
10336,2024-06-23,West,Widget C,Grace,Online,10,131.32,1313.2,641.25,ok,extra41
10337,2024-01-19,west,Widget E,Helen,Online,19,51.5,978.5,581.6,ok,extra3
10338,2024-11-30,East,Widget D,Alice,Retail,18,34.05,612.9,422.7,ok,extra40
10339,2024-06-06,west,Widget E,David,Online,20,38.28,765.6,532.49,ok,extra13
10340,2024-12-16,East, Widget B ,Grace,Online,7,154.02,1078.14,750.97,ok,extra45
10341,2024-11-19,north,Widget D,Helen,Wholesale,1,176.53,-176.53,77.74,ok,extra9
10342,2024-11-08,EAST,Widget A,David,Online,16,124.35,1989.6,883.4,ok,extra8
10343,2024-09-16,west,Widget D,Carol,Online,7,58.9,412.3,204.86,ok,extra43
10344,2024-11-11,North,Widget D,Bob,Online,2,25.36,50.72,21.62,ok,extra16
10345,2024-06-15,West,Widget A,Helen,Wholesale,8,24.12,192.96,148.36,ok,extra32
10346,2024-07-10,North,Widget C,Carol,Online,12,195.23,2342.76,1173.97,ok,extra30
10347,2024-11-22,west, Widget B ,David,Wholesale,19,194.18,3689.42,3053.0,ok,extra31
10348,2024-06-16,North,Widget A,Helen,Wholesale,19,189.52,3600.88,3085.51,ok,extra50
10349,2024-02-20, SOUTH ,Widget C,David,Wholesale,18,,2733.3,2040.63,ok,extra6
10350,10/25/2024,west,widget a,Alice,Wholesale,5,175.47,877.35,528.76,ok,extra5
10351,2024-12-23,North,Widget E,Frank,Online,7,158.6,1110.2,489.02,ok,extra8
10352,2024-12-26,West, Widget B ,David,Retail,7,31.99,223.93,127.07,ok,extra23
10353,2024-08-19,west,Widget E,Frank,Wholesale,4,96.68,386.72,257.54,ok,extra45
10354,2024-02-11,West,Widget E,Alice,Retail,3,26.33,78.99,42.49,ok,extra27
10355,11/26/2024,EAST,Widget E,Frank,Wholesale,1,175.0,175.0,90.33,ok,extra42
10356,2024-08-22,North,Widget B,Frank,Retail,10,38.49,384.9,204.0,ok,extra30
10357,2024-03-30,west,Widget C,Frank,Online,5,36.44,182.2,83.53,ok,extra14
10358,2024-10-03,west,Widget C,Carol,Online,4,184.48,737.92,444.44,ok,extra48
10359,2024-10-20,South,Widget C,Alice,Retail,15,71.04,1065.6,486.08,ok,extra40
10360,2024-10-25,South,Widget E,Grace,Online,9,43.16,388.44,171.61,ok,extra32
10361,2024-03-16,South,Widget B,Helen,Wholesale,13,77.7,1010.1,547.8,ok,extra27
10362,2024-07-31, SOUTH ,Widget A,Grace,Online,3,33.01,99.03,54.63,ok,extra1
10363,2024-03-11,north,Widget D,Helen,Online,10,113.0,1130.0,475.86,ok,extra2
10364,2024-03-04,north,Widget D,Bob,Wholesale,14,39.98,559.72,477.66,ok,extra48
10365,2024-12-21,west,widget a,Carol,Retail,19,8.42,159.98,84.75,ok,extra11
10366,2024-05-29,East,Widget E,Frank,Retail,17,42.79,727.43,519.4,ok,extra44
10367,2024-06-29,East,Widget A,David,Online,17,59.88,1017.96,803.58,ok,extra33
10368,2024-09-26,North,Widget D,Frank,Retail,4,86.38,345.52,296.46,ok,extra45
10369,2024-06-24,East,Widget B,Carol,Online,4,48.36,193.44,160.25,ok,extra28
10370,2024-01-22,north,widget a,Alice,Online,17,120.67,2051.39,1301.69,ok,extra8
10371,2024-02-16,West,Widget E,Bob,Online,9,190.01,1710.09,981.45,ok,extra38
10372,10/02/2024,East,Widget D,Bob,Online,7,184.49,1291.43,1066.27,ok,extra23
10373,2024-06-09,South,Widget C,Helen,Online,5,101.68,508.4,295.19,ok,extra25
10374,2024-10-10, SOUTH ,Widget B,Alice,Wholesale,14,41.81,585.34,254.51,ok,extra32
10375,2024-07-21,West,Widget C,David,Wholesale,4,149.58,598.32,506.31,ok,extra26
10376,2024-10-24,north,Widget B,Helen,Online,13,74.44,967.72,709.67,ok,extra8
10377,2024-01-28,South, Widget B ,Bob,Wholesale,1,194.55,194.55,115.04,ok,extra49
10378,2024-09-15,South,Widget D,Helen,Retail,18,111.59,2008.62,1760.13,ok,extra25
10379,2024-12-27,west,Widget D,Carol,Wholesale,10,144.57,1445.7,930.64,ok,extra4
10380,2024-05-25, SOUTH ,Widget D,Bob,Retail,2,30.0,60.0,34.99,ok,extra23
10381,2024-06-08,North,Widget D,Grace,Wholesale,3,174.44,523.32,239.28,ok,extra33
10382,2024-07-12, SOUTH ,Widget B,Eva,Retail,4,162.62,650.48,292.73,ok,extra28
10383,2024-04-19,South,Widget E,Frank,Retail,19,83.4,1584.6,812.81,ok,extra5
10384,2024-06-03,East,Widget A,Carol,Wholesale,18,66.1,1189.8,722.4,ok,extra32
10385,2024-09-29,west,Widget B,David,Online,14,187.25,2621.5,2001.01,ok,extra48
10386,2024-02-02,EAST,Widget B,Bob,Online,9,,1490.58,1077.72,ok,extra13
10387,2024-08-04,East,widget a,Alice,Wholesale,6,58.18,349.08,144.72,ok,extra32
10388,2024-02-02,East,Widget B,Bob,Wholesale,12,135.98,1631.76,1375.34,ok,extra48
10389,2024-09-25,EAST, Widget B ,David,Retail,8,121.97,975.76,767.53,ok,extra14
10390,2024-10-28,East,Widget C,Helen,Wholesale,4,66.72,,163.3,ok,extra24
10391,2024-12-05,South,Widget E,David,Retail,8,,434.64,257.46,ok,extra25
10392,2024-04-30,EAST, Widget B ,Alice,Retail,6,183.6,1101.6,788.39,ok,extra6
10393,2024-08-04, SOUTH ,Widget D,Alice,Online,6,141.2,847.2,553.36,ok,extra42
10394,2024-11-17,East, Widget B ,Grace,Retail,4,35.78,143.12,94.2,ok,extra29
10395,2024-05-24,North,Widget A,David,Online,6,81.73,490.38,288.67,ok,extra30
10396,2024-05-13,west, Widget B ,Helen,Online,6,189.71,1138.26,522.09,ok,extra15
10397,2024-09-10,EAST,Widget B,Grace,Online,7,122.02,854.14,766.68,ok,extra2
10398,2024-12-16,EAST,widget a,Grace,Wholesale,16,30.97,495.52,278.3,ok,extra39
10399,2024-06-30,EAST,Widget C,Grace,Wholesale,20,143.37,-2867.4,2308.05,ok,extra24
10400,2024-09-09, SOUTH ,Widget A,Carol,Retail,5,22.48,112.4,84.88,ok,extra18
10401,2024-05-15,west,Widget A,David,Online,6,66.53,399.18,358.18,ok,extra4
10402,2024-09-10,South,Widget C,Bob,Online,18,99.61,1792.98,1159.15,ok,extra19
10403,2024-10-26,west,widget a,Bob,Retail,1,107.57,107.57,73.73,ok,extra2
10404,2024-02-24,north,Widget E,Alice,Retail,3,94.75,284.25,214.28,ok,extra3
10405,2024-10-18,,Widget A,Grace,Retail,10,68.02,680.2,290.97,ok,extra12
10406,2024-07-17,north,widget a,Carol,Retail,5,28.52,142.6,92.04,ok,extra43
10407,2024-05-17,North,Widget E,Frank,Retail,14,163.14,2283.96,1614.61,ok,extra44
10408,2024-09-25,north, Widget B ,David,Wholesale,3,181.91,545.73,348.62,ok,extra28
10409,2024-08-05,North,Widget A,Helen,Online,19,163.5,3106.5,1794.71,ok,extra12
10410,2024-08-20,,widget a,Eva,Wholesale,9,71.56,,553.27,ok,extra7
10411,2024-08-23,EAST, Widget B ,Eva,Online,20,146.55,2931.0,1616.15,ok,extra9
10412,2024-01-14,north, Widget B ,Helen,Online,8,89.98,719.84,513.27,ok,extra31
10413,2024-09-05, SOUTH ,Widget A,Bob,Wholesale,19,52.31,993.89,544.07,ok,extra46
10414,2024-05-28,west,Widget B,Alice,Wholesale,17,120.25,2044.25,1442.72,ok,extra2
10415,2024-08-30,west,Widget C,Helen,Online,12,92.42,1109.04,685.51,ok,extra33
10416,2024-12-02,west, Widget B ,Carol,Wholesale,13,192.16,2498.08,2039.78,ok,extra14
10417,2024-11-06,north,Widget C,Carol,Online,16,-64.21,1027.36,518.53,ok,extra33
10418,2024-04-24,South,widget a,Alice,Retail,12,155.03,1860.36,1460.47,ok,extra30
10419,2024-02-22,north,widget a,Helen,Wholesale,4,37.57,150.28,68.98,ok,extra32
10420,2024-04-13,South,Widget C,Frank,Wholesale,1,52.84,52.84,42.51,ok,extra49
10421,2024-04-26,North,Widget D,Carol,Online,14,180.12,2521.68,2208.79,ok,extra46
10422,2024-03-25,north,Widget D,Grace,Wholesale,2,133.73,$267.46,192.77,ok,extra45
10423,2024-05-23,west,widget a,Frank,Wholesale,5,141.56,707.8,441.03,ok,extra26
10424,2024-03-05,East,Widget A,Alice,Wholesale,7,23.1,161.7,109.29,ok,extra38
10425,2024-01-31,north,Widget E,Alice,Retail,17,74.12,1260.04,534.09,ok,extra22
10426,2024-11-17,East,widget a,Grace,Wholesale,8,73.32,586.56,318.07,ok,extra48
10427,2024-02-20,west,Widget A,Frank,Wholesale,14,20.98,293.72,126.62,ok,extra34
10428,2024-11-21,west,widget a,Helen,Online,16,147.68,2362.88,1437.72,ok,extra46
10429,2024-03-21,,Widget E,Carol,Online,4,122.31,489.24,295.65,ok,extra24
10430,2024-10-28,South,Widget E,Frank,Online,10,178.37,1783.7,905.75,ok,extra3
10431,2024-08-31,west,Widget B,Frank,Online,5,153.58,767.9,500.96,ok,extra40
10432,2024-12-09,north,Widget E,Bob,Wholesale,3,173.86,521.58,393.06,ok,extra36
10433,2024-09-24,West,Widget B,Helen,Online,1,-28.46,28.46,24.71,ok,extra35
10434,2024-08-11,East,Widget C,Carol,Online,17,66.89,1137.13,601.07,ok,extra17
10435,2024-06-15,EAST, Widget B ,Bob,Online,10,81.04,810.4,453.84,ok,extra13
10436,2024-02-28,North,Widget C,Bob,Online,18,84.38,1518.84,975.23,ok,extra49
10437,2024-11-21,EAST,Widget E,Helen,Online,5,77.79,388.95,347.2,ok,extra1
10438,2024-01-31,West,Widget E,Eva,Online,20,53.92,1078.4,798.01,ok,extra11
10439,2024-03-12, SOUTH ,widget a,Eva,Wholesale,14,46.12,645.68,421.25,ok,extra29
10440,06/17/2024,west, Widget B ,Grace,Wholesale,1,123.71,-123.71,49.75,ok,extra6
10441,2024-12-09,North,Widget A,Helen,Retail,13,166.36,2162.68,,ok,extra13
10442,2024-07-02,North,Widget C,Helen,Wholesale,10,162.64,,830.4,ok,extra46
10443,2024-05-22,East,Widget A,Carol,Wholesale,18,42.79,770.22,592.61,ok,extra5
10444,2024-05-20,EAST,widget a,Alice,Retail,18,-124.82,2246.76,1663.37,ok,extra28
10445,2024-09-21,EAST,Widget B,Frank,Online,8,14.16,113.28,97.33,ok,extra37
10446,2024-05-07, SOUTH , Widget B ,Eva,Online,3,127.07,381.21,170.92,ok,extra7
10447,2024-05-01,North,Widget A,Grace,Retail,20,90.51,1810.2,810.67,ok,extra45
10448,2024-11-16,EAST,Widget B,Alice,Retail,2,114.06,228.12,124.89,ok,extra25
10449,2024-12-11,West,Widget E,Carol,Wholesale,11,119.62,-1315.82,597.39,ok,extra33
10450,2024-01-23,East,Widget B,Helen,Retail,14,105.06,1470.84,,ok,extra39
10451,2024-01-30,West, Widget B ,Bob,Retail,18,172.45,3104.1,1896.7,ok,extra13
10452,2024-10-23,North,Widget D,David,Online,10,86.65,866.5,416.91,ok,extra41
10453,2024-06-18,North,Widget E,Bob,Online,13,40.93,532.09,476.19,ok,extra19
10454,2024-04-11,North,Widget B,Eva,Online,9,145.17,1306.53,744.6,ok,extra2
10455,2024-04-17,EAST,widget a,Bob,Online,12,133.88,1606.56,1398.64,ok,extra10
10456,2024-06-11,north, Widget B ,Carol,Retail,8,184.6,1476.8,1154.18,ok,extra16
10457,2024-09-07, SOUTH ,Widget D,Helen,Online,16,159.24,2547.84,1802.45,ok,extra21
10458,2024-10-24,West,Widget D,David,Retail,19,131.7,2502.3,1260.16,ok,extra28
10459,2024-03-09,,Widget D,Helen,Retail,17,73.56,1250.52,865.34,ok,extra27
10460,2024-05-15,north,Widget B,Bob,Online,3,62.43,187.29,121.9,ok,extra5
10461,2024-12-15,north,Widget A,Eva,Retail,20,199.61,3992.2,3589.8,ok,extra23
10462,2024-08-29,West,Widget E,Helen,Wholesale,5,173.77,868.85,446.41,ok,extra30
10463,2024-08-01,North,Widget D,Frank,Retail,18,10.87,195.66,91.86,ok,extra15
10464,2024-06-15,EAST,Widget D,David,Retail,2,184.82,369.64,176.26,ok,extra5
10465,2024-06-04,West,Widget A,Grace,Retail,18,39.64,713.52,580.26,ok,extra14
10466,2024-03-28,South,Widget D,David,Online,13,35.62,463.06,210.86,ok,extra14
10467,2024-06-07,EAST,Widget E,David,Wholesale,15,58.71,880.65,355.54,ok,extra22
10468,2024-05-27,East,Widget D,David,Online,12,141.56,1698.72,1283.93,ok,extra40
10469,2024-07-20,West,Widget D,Grace,Wholesale,6,58.39,350.34,250.16,ok,extra8
10470,2024-08-18,EAST,Widget C,Grace,Online,2,95.12,190.24,83.06,ok,extra26
10471,2024-08-25,north, Widget B ,Carol,Online,18,133.12,2396.16,1813.39,ok,extra2
10472,2024-12-09,West,Widget D,Alice,Wholesale,5,90.93,454.65,222.31,ok,extra34
10473,2024-01-27,South,Widget A,Grace,Online,13,154.59,2009.67,1737.18,ok,extra1
10474,2024-12-06,,Widget E,Grace,Retail,14,104.94,1469.16,1186.81,ok,extra8
10475,2024-01-07,West,Widget D,Eva,Wholesale,3,133.3,399.9,215.64,ok,extra32
10476,2024-03-28,East,Widget C,Carol,Wholesale,11,196.38,2160.18,1616.16,ok,extra49
10477,2024-11-07,West,Widget A,Bob,Retail,17,129.92,2208.64,1140.13,ok,extra16
10478,2024-05-31, SOUTH ,Widget B,Eva,Retail,2,51.42,102.84,78.43,ok,extra42
10479,2024-01-13,West, Widget B ,David,Wholesale,11,52.24,574.64,384.81,ok,extra25
10480,2024-04-08,West,Widget B,Bob,Retail,7,29.48,206.36,100.46,ok,extra47
10481,2024-06-04,EAST,Widget D,Carol,Retail,7,58.01,406.07,321.06,ok,extra29
10482,09/03/2024,East,Widget C,Grace,Retail,3,152.98,458.94,395.04,ok,extra20
10483,2024-08-28,EAST,Widget D,Frank,Retail,1,7.5,7.5,4.88,ok,extra32
10484,2024-03-04, SOUTH ,Widget E,Helen,Wholesale,7,153.78,1076.46,945.72,ok,extra45
10485,2024-09-01,East,Widget C,David,Wholesale,1,141.01,141.01,,ok,extra38
10486,2024-07-15,north,widget a,Eva,Wholesale,3,106.11,318.33,157.39,ok,extra35
10487,2024-02-15,north,Widget A,Carol,Retail,12,163.77,1965.24,1050.44,ok,extra1
10488,2024-08-08,West,Widget B,David,Online,5,43.61,218.05,107.06,ok,extra48
10489,2024-11-16,North,Widget E,David,Retail,6,20.56,$123.36,54.63,ok,extra32
10490,2024-10-25,north,Widget D,Helen,Retail,7,106.86,748.02,301.92,ok,extra39
10491,2024-07-03,EAST,widget a,Carol,Online,2,-195.18,390.36,326.55,ok,extra39
10492,2024-08-19, SOUTH ,Widget A,Frank,Online,16,105.41,-1686.56,1231.38,ok,extra48
10493,2024-02-11,north,Widget E,David,Wholesale,16,197.44,3159.04,2617.42,ok,extra10
10494,2024-09-11,west,widget a,David,Online,18,197.51,3555.18,2251.86,ok,extra14
10495,2024-01-15,South,widget a,Carol,Wholesale,13,154.43,2007.59,1024.25,ok,extra41
10496,2024-11-03,West,Widget B,Eva,Online,13,132.51,1722.63,1365.25,ok,extra19
10497,2024-02-29,West, Widget B ,Grace,Retail,11,191.04,-2101.44,1446.75,ok,extra21
10498,2024-10-29,West,Widget D,Helen,Online,18,171.21,3081.78,1719.52,ok,extra39
10499,2024-06-12,West,Widget D,Eva,Wholesale,4,58.32,233.28,192.18,ok,extra25
10500,2024-04-25,East,Widget A,Grace,Retail,6,172.07,1032.42,788.46,ok,extra28
10501,2024-05-24,North, Widget B ,Eva,Retail,18,81.79,1472.22,685.25,ok,extra42
10502,2024-04-21,East,Widget D,Grace,Wholesale,1,75.63,75.63,62.63,ok,extra11
10503,2024-09-20,west,Widget C,Carol,Wholesale,5,127.26,636.3,383.05,ok,extra48
10504,2024-11-28,West,Widget A,Helen,Retail,15,76.63,1149.45,528.75,ok,extra45
10505,2024-08-10,North,Widget D,Helen,Online,11,17.38,191.18,163.35,ok,extra34
10506,2024-04-16, SOUTH ,Widget A,Alice,Online,6,173.09,-1038.54,776.42,ok,extra37
10507,2024-03-04,North,Widget E,Eva,Wholesale,18,38.46,692.28,615.13,ok,extra35
10508,2024-06-29,West,Widget B,David,Wholesale,4,134.21,536.84,226.74,ok,extra23
10509,2024-11-28,West,Widget A,Eva,Wholesale,3,189.22,567.66,419.08,ok,extra45
10510,2024-03-24,South,widget a,Grace,Online,14,78.89,1104.46,974.14,ok,extra22
10511,2024-04-25,north,Widget E,Helen,Online,8,78.83,630.64,285.37,ok,extra34
10512,2024-01-25,EAST,Widget D,Carol,Retail,13,40.23,522.99,419.98,ok,extra1
10513,2024-05-16,East,Widget D,Frank,Retail,12,142.96,1715.52,899.89,ok,extra33
10514,2024-04-27,West,Widget A,Carol,Wholesale,10,84.27,$842.70,468.85,ok,extra4
10515,2024-08-05,South,Widget D,Alice,Wholesale,5,98.53,492.65,323.92,ok,extra13
10516,2024-05-05,West,Widget B,Bob,Retail,17,138.4,2352.8,990.95,ok,extra9
10517,2024-02-27,north,Widget B,Alice,Wholesale,18,170.9,3076.2,2549.87,ok,extra41
10518,2024-01-19,South,Widget A,Frank,Wholesale,16,16.21,,104.51,ok,extra12
10519,2024-03-19,north,Widget C,Grace,Online,1,35.35,35.35,25.75,ok,extra35
10520,2024-13-40, SOUTH ,Widget A,Carol,Wholesale,7,26.58,186.06,100.93,ok,extra13
10521,2024-09-10,EAST,Widget B,Bob,Online,11,151.46,1666.06,,ok,extra2
10522,2024-06-24,West,Widget E,Carol,Wholesale,1,89.69,89.69,48.86,ok,extra33
10523,2024-12-07,East,Widget B,Bob,Online,4,141.72,566.88,369.13,ok,extra26
10524,2024-02-16,west,Widget A,Grace,Wholesale,17,64.76,1100.92,788.98,ok,extra4
10525,2024-06-12,,Widget D,Carol,Retail,1,15.17,15.17,11.72,ok,extra32
10526,2024-03-07,north,Widget B,Grace,Online,12,149.87,1798.44,1248.94,ok,extra7
10527,2024-12-01,west, Widget B ,David,Wholesale,15,185.47,2782.05,1216.98,ok,extra47
10528,2024-10-13,North,Widget B,Eva,Wholesale,15,127.82,1917.3,879.49,ok,extra9
10529,2024-07-22,,Widget D,Eva,Online,17,,3305.65,1595.83,ok,extra12
10530,2024-09-19,South,Widget B,David,Online,17,55.47,942.99,779.13,ok,extra35
10531,2024-05-18, SOUTH ,Widget C,Bob,Wholesale,8,197.96,1583.68,799.74,ok,extra36
10532,2024-11-16,South,widget a,Grace,Wholesale,8,-147.44,1179.52,636.76,ok,extra17
10533,2024-05-17,west,Widget A,Helen,Online,13,35.35,459.55,237.06,ok,extra30
10534,2024-11-27,EAST,Widget B,Helen,Wholesale,6,164.41,986.46,733.61,ok,extra26
10535,2024-07-12,South,Widget C,Carol,Wholesale,1,,153.87,111.13,ok,extra39
10536,2024-06-22,,Widget D,Carol,Online,5,98.68,493.4,336.22,ok,extra4
10537,2024-10-05,East,Widget C,Eva,Online,14,32.66,457.24,391.44,ok,extra44
10538,2024-02-26,South,Widget A,Carol,Online,10,74.68,746.8,528.62,ok,extra28
10539,2024-06-03,South, Widget B ,Alice,Online,4,57.86,231.44,150.35,ok,extra50
10540,2024-09-01,East, Widget B ,Grace,Retail,14,192.12,2689.68,1450.38,ok,extra21
10541,2024-03-11,West,Widget D,Bob,Wholesale,8,79.72,637.76,430.28,ok,extra46
10542,2024-04-30, SOUTH ,Widget C,Carol,Retail,1,75.67,75.67,48.2,ok,extra30
10543,2024-04-24,South,widget a,Bob,Retail,5,78.6,393.0,162.38,ok,extra39
10544,2024-10-18,west,Widget D,Frank,Retail,6,96.6,579.6,272.44,ok,extra42
10545,2024-03-29,north,widget a,David,Retail,14,137.58,1926.12,1614.07,ok,extra11
10546,2024-07-24,west,Widget D,Frank,Wholesale,6,165.39,992.34,881.19,ok,extra42
10547,2024-05-18,South,Widget A,David,Wholesale,20,156.87,3137.4,1781.21,ok,extra1
10548,2024-05-17,north,Widget A,Frank,Retail,2,114.93,229.86,182.76,ok,extra26
10549,2024-12-11,EAST,Widget D,Alice,Retail,17,24.7,419.9,337.49,ok,extra11
10550,2024-04-20, SOUTH ,Widget D,Carol,Retail,6,198.72,1192.32,775.97,ok,extra19
10551,2024-07-17,North,Widget B,Eva,Wholesale,20,19.62,392.4,186.86,ok,extra6
10552,2024-10-22,west,widget a,Carol,Online,6,143.58,861.48,543.05,ok,extra37
10553,2024-12-14,north,widget a,Alice,Wholesale,20,190.65,3813.0,2237.63,ok,extra42
10554,2024-02-23, SOUTH ,Widget D,Helen,Wholesale,13,171.5,2229.5,1140.45,ok,extra35
10555,2024-07-22,west,Widget A,Eva,Retail,11,17.57,193.27,110.4,ok,extra3
10556,2024-11-03,North, Widget B ,Grace,Retail,12,158.96,1907.52,1696.32,ok,extra17
10557,2024-12-30,EAST,Widget C,Eva,Online,7,135.58,949.06,502.74,ok,extra13
10558,2024-12-22,South,widget a,Carol,Retail,19,80.88,1536.72,622.32,ok,extra43
10559,2024-03-18,North,Widget D,Carol,Wholesale,16,173.54,2776.64,1268.38,ok,extra29
10560,2024-12-22,North,Widget C,Frank,Online,13,47.15,612.95,309.47,ok,extra20
10561,2024-08-21,west,Widget D,Frank,Online,18,88.04,1584.72,1405.7,ok,extra36
10562,2024-08-11,EAST,Widget A,Helen,Wholesale,4,199.1,796.4,639.49,ok,extra49
10563,2024-12-07,South,Widget C,Helen,Retail,8,156.49,1251.92,,ok,extra42
10564,2024-05-25,EAST,Widget A,Alice,Online,10,168.5,1685.0,1343.9,ok,extra10
10565,2024-03-28,North, Widget B ,Grace,Online,8,113.37,906.96,540.26,ok,extra41
10566,2024-04-28,north, Widget B ,Carol,Retail,17,28.08,,,ok,extra14
10567,2024-11-12, SOUTH ,Widget B,David,Wholesale,3,116.5,349.5,144.22,ok,extra15
10568,2024-05-13,west,Widget E,Bob,Online,5,127.35,636.75,457.95,ok,extra10
10569,2024-04-16,EAST,Widget D,Frank,Wholesale,1,85.68,85.68,,ok,extra29
10570,2024-11-06,East,Widget E,Eva,Online,11,198.78,2186.58,1403.69,ok,extra13
10571,2024-07-05,north,Widget D,David,Online,11,32.02,352.22,155.58,ok,extra23
10572,2024-07-23,north,Widget B,David,Wholesale,7,138.98,972.86,820.76,ok,extra32
10573,2024-02-25,North,Widget E,Eva,Wholesale,19,73.82,1402.58,1190.72,ok,extra27
10574,2024-01-16, SOUTH ,Widget B,Frank,Online,14,159.22,,1290.35,ok,extra1
10575,2024-04-29,South,Widget E,Grace,Wholesale,20,46.37,927.4,471.8,ok,extra49
10576,2024-01-24,North,Widget C,Alice,Wholesale,4,93.29,373.16,261.48,ok,extra37
10577,2024-09-30,north,Widget C,Frank,Retail,1,18.54,18.54,8.3,ok,extra6
10578,2024-08-20,North,Widget B,Bob,Retail,4,169.4,677.6,588.73,ok,extra45
10579,2024-10-02,South,Widget C,Frank,Wholesale,2,55.64,111.28,88.19,ok,extra40
10580,2024-03-02,South,Widget E,David,Wholesale,19,178.12,3384.28,2988.04,ok,extra31
10581,2024-05-15,West,widget a,Bob,Online,12,113.91,,1143.34,ok,extra32
10582,2024-02-23,East, Widget B ,Bob,Online,17,105.22,1788.74,995.75,ok,extra15
10583,2024-07-23,west,Widget A,Bob,Online,6,138.82,832.92,,ok,extra2
10584,2024-05-15,North,Widget D,Eva,Retail,12,89.14,1069.68,508.43,ok,extra7
10585,2024-03-31,South,Widget B,Bob,Online,16,106.13,1698.08,771.93,ok,extra3
10586,2024-12-24,East, Widget B ,David,Retail,4,47.88,191.52,155.52,ok,extra41
10587,2024-12-24,west,Widget B,Alice,Wholesale,8,38.2,,226.36,ok,extra31
